operation_id,machine_id,start_time
0,0,60
1,3,149
2,2,185
3,0,193
4,3,9
5,0,27
6,2,31
7,3,119
8,2,50
9,1,109
10,0,127
11,2,175
12,3,18
13,3,31
14,2,43
15,0,50
16,2,14
17,2,18
18,1,29
19,1,92
20,1,17
21,0,22
22,1,41
23,0,73
24,1,22
25,3,42
26,2,157
27,1,175
28,1,12
29,2,17
30,0,94
31,0,110
32,1,74
33,3,134
34,3,137
35,2,149
36,1,57
37,0,91
38,3,94
39,3,101
